,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Bath_AbvGr,Branch_Number
657,114000,-93.612241,42.037328,Old_Town,8146,OneFam,Very_Good,6,1039,True,True,Normal,1900,2003,2,1,Branch_2
658,109500,-93.614049,42.036015,Old_Town,9022,OneFam,Very_Good,5,792,False,True,Normal,1924,2006,2,1,Branch_2
659,125000,-93.615465,42.036002,Old_Town,10230,OneFam,Good,6,1078,False,True,Normal,1925,1950,3,1,Branch_2
660,142900,-93.614049,42.034668,Old_Town,10410,OneFam,Average,8,2377,False,True,Normal,1915,1950,3,2,Branch_2
661,156500,-93.613899,42.034574,Old_Town,7200,OneFam,Excellent,5,1690,True,True,Normal,1910,2008,4,2,Branch_2
662,59000,-93.6117397,42.0347572,Old_Town,5400,OneFam,Average,4,599,False,False,Normal,1940,1950,2,1,Branch_2
663,105000,-93.61203,42.0347398,Old_Town,5400,OneFam,Above_Average,6,1374,True,True,Normal,1920,1950,2,1,Branch_2
664,106000,-93.612253,42.035257,Old_Town,10800,OneFam,Good,4,846,False,True,Normal,1920,1950,2,1,Branch_2
665,78500,-93.612254,42.03528,Old_Town,10800,OneFam,Average,4,725,False,True,Normal,1890,1998,1,2,Branch_2
666,190000,-93.610355,42.0417879,North_Ames,9671,Duplex,Average,12,2544,True,True,Normal,1969,1969,6,4,Branch_2
667,154000,-93.607655,42.04015,North_Ames,10143,OneFam,Good,6,1380,False,True,Normal,1963,1963,3,2,Branch_2
668,163000,-93.610588,42.040295,North_Ames,11500,OneFam,Below_Average,6,1040,False,True,Normal,1967,1967,3,1,Branch_2
669,200000,-93.610649,42.04124,North_Ames,11643,Duplex,Average,12,2634,True,True,Normal,1969,1969,6,4,Branch_2
670,143500,-93.608196,42.038509,North_Ames,8010,OneFam,Excellent,6,951,False,True,Normal,1958,2007,2,1,Branch_2
671,135000,-93.608927,42.038349,North_Ames,10454,OneFam,Above_Average,5,1105,False,True,Normal,1957,1957,3,1,Branch_2
672,153000,-93.609226,42.039047,North_Ames,8712,OneFam,Good,5,1306,False,True,Normal,1957,2000,2,1,Branch_2
673,157500,-93.606573,42.040766,North_Ames,17600,OneFam,Average,6,1478,False,True,Normal,1960,1960,3,2,Branch_2
674,113500,-93.60552,42.038811,North_Ames,9000,OneFam,Above_Average,5,1142,False,True,Normal,1958,1958,2,1,Branch_2
675,133000,-93.609059,42.037129,North_Ames,12144,OneFam,Good,6,1268,False,True,Normal,1949,1950,3,1,Branch_2
676,92900,-93.608977,42.035712,North_Ames,8544,Duplex,Below_Average,6,1040,False,True,Normal,1950,1950,2,2,Branch_2
678,90000,-93.608903,42.035841,North_Ames,7200,Duplex,Average,6,1040,False,True,Normal,1949,1950,2,2,Branch_2
679,138000,-93.60891,42.037233,North_Ames,7200,OneFam,Below_Average,7,1904,True,True,Normal,1950,1982,3,2,Branch_2
680,128000,-93.606891,42.03602,North_Ames,7350,OneFam,Above_Average,6,1041,False,True,Normal,1958,1958,3,1,Branch_2
682,118900,-93.607814,42.03572,North_Ames,7200,OneFam,Good,4,732,False,True,Normal,1952,1952,2,1,Branch_2
683,138000,-93.605968,42.035706,North_Ames,8000,OneFam,Average,6,1183,False,True,Normal,1959,1959,3,1,Branch_2
684,132500,-93.606786,42.037214,North_Ames,7931,OneFam,Average,6,1148,False,True,Normal,1959,1959,3,1,Branch_2
685,133500,-93.609945,42.0347542,North_Ames,10800,OneFam,Good,6,1461,True,True,Normal,1949,1996,4,2,Branch_2
687,144750,-93.604987,42.037049,North_Ames,7570,OneFam,Average,8,1806,True,True,Normal,1964,1964,4,2,Branch_2
688,145000,-93.604047,42.038948,North_Ames,8604,Duplex,Good,4,941,False,True,Normal,1978,1978,2,1,Branch_2
689,127000,-93.603879,42.038257,North_Ames,7936,OneFam,Above_Average,6,1045,False,True,Normal,1963,1963,3,1,Branch_2
690,109500,-93.603701,42.035287,North_Ames,6600,OneFam,Average,5,894,False,True,Normal,1962,1962,2,1,Branch_2
691,115000,-93.6179738,42.0342224,Old_Town,3950,OneFam,Very_Good,5,1224,True,True,Normal,1926,2004,3,1,Branch_2
692,110000,-93.615583,42.033273,Old_Town,10440,OneFam,Above_Average,5,1230,True,True,Normal,1910,1981,2,2,Branch_2
693,128900,-93.619013,42.0320748,Old_Town,4080,OneFam,Very_Good,6,1378,True,True,Normal,1935,1998,3,1,Branch_2
694,103500,-93.6195025,42.0323259,Old_Town,10307,Duplex,Average,12,1944,True,True,Normal,1910,1950,4,2,Branch_2
696,130000,-93.615598,42.032202,Old_Town,15660,OneFam,Very_Good,6,1306,True,True,Normal,1910,2003,3,2,Branch_2
697,129000,-93.615599,42.032108,Old_Town,9900,OneFam,Very_Good,7,1464,True,False,Normal,1910,2002,3,2,Branch_2
698,150000,-93.6195361,42.0319053,Old_Town,6406,OneFam,Above_Average,7,1558,True,True,Normal,1939,1950,3,2,Branch_2
699,107500,-93.618486,42.031305,Old_Town,6600,OneFam,Below_Average,11,2372,True,True,Normal,1892,1965,4,2,Branch_2
700,94550,-93.6200683,42.0304742,Old_Town,7627,TwoFmCon,Above_Average,8,1701,True,False,Normal,1920,1950,4,2,Branch_2
701,124500,-93.620216,42.030327,Old_Town,7596,Duplex,Average,10,1960,True,True,Normal,1952,1952,4,2,Branch_2
702,135000,-93.6176367,42.0303538,Old_Town,3378,OneFam,Very_Good,6,1389,True,True,Normal,1946,1992,3,2,Branch_2
703,103000,-93.615381,42.030282,Old_Town,10134,OneFam,Average,6,1447,True,False,Normal,1910,1950,3,1,Branch_2
704,93000,-93.6129105,42.0310603,Old_Town,6000,TwoFmCon,Below_Average,4,936,False,True,Normal,1953,1953,2,1,Branch_2
705,129500,-93.608866,42.033381,Old_Town,6000,OneFam,Good,6,1328,True,True,Normal,1950,1970,3,2,Branch_2
706,93000,-93.607776,42.033579,Old_Town,6000,TwoFmCon,Below_Average,7,1387,True,True,Normal,1954,1954,3,2,Branch_2
707,80000,-93.608829,42.032048,Old_Town,7404,OneFam,Above_Average,5,861,False,True,Normal,1920,1950,2,1,Branch_2
708,45000,-93.606842,42.032301,Old_Town,5925,OneFam,Below_Average,4,612,False,True,Normal,1940,1950,1,1,Branch_2
710,91300,-93.610469,42.030523,Old_Town,5784,OneFam,Very_Good,4,886,False,True,Normal,1938,1996,2,1,Branch_2
711,99500,-93.606788,42.030196,Old_Town,8520,OneFam,Very_Good,5,792,False,True,Normal,1923,1950,2,1,Branch_2
712,113000,-93.618648,42.0296722,Old_Town,4456,TwoFmCon,Average,8,1452,True,False,Partial,1920,2008,2,2,Branch_2
713,87500,-93.617054,42.029007,Old_Town,9600,OneFam,Below_Average,7,1510,True,True,Normal,1910,1950,3,2,Branch_2
714,110000,-93.6178679,42.0290352,Old_Town,3500,OneFam,Good,5,1284,True,True,Normal,1947,1950,2,2,Branch_2
715,106000,-93.613887,42.028957,Old_Town,8100,OneFam,Average,11,2138,True,True,Normal,1898,1965,2,2,Branch_2
716,265979,-93.612245,42.029305,Old_Town,11700,OneFam,Good,8,2640,True,True,Normal,1880,2003,4,2,Branch_2
717,160000,-93.610588,42.029001,Old_Town,8400,OneFam,Good,8,2007,True,True,Normal,1900,1950,3,2,Branch_2
718,119000,-93.6130761,42.0281106,Old_Town,3600,OneFam,Good,5,1288,True,True,Normal,1917,2007,3,1,Branch_2
719,168000,-93.610582,42.028104,Old_Town,17671,OneFam,Excellent,8,1742,True,True,Normal,1882,1986,4,2,Branch_2
720,58500,-93.6148612,42.0276972,Old_Town,3300,OneFam,Fair,5,816,False,False,Normal,1910,1950,2,1,Branch_2
721,143000,-93.610044,42.028556,Old_Town,9000,OneFam,Excellent,7,1482,True,True,Normal,1920,1988,3,1,Branch_2
722,85000,-93.6076506,42.0282044,Old_Town,7200,OneFam,Below_Average,4,1022,False,True,Normal,1910,2006,2,1,Branch_2
723,124900,-93.608704,42.027062,Old_Town,8820,OneFam,Above_Average,7,1869,True,True,Normal,1890,1996,2,1,Branch_2
725,146500,-93.607058,42.027227,Old_Town,9720,OneFam,Good,8,1521,True,True,Normal,1910,2002,4,1,Branch_2
728,223500,-93.6289369,42.033996,Brookside,21384,OneFam,Above_Average,6,1576,True,True,Normal,1923,2004,3,2,Branch_2
729,149000,-93.628848,42.033558,Brookside,6615,OneFam,Above_Average,6,1432,False,True,Normal,1923,1950,3,1,Branch_2
730,205000,-93.6279815,42.0333765,Brookside,7264,OneFam,Good,5,1548,True,True,Normal,1925,2007,3,3,Branch_2
731,137000,-93.625968,42.031564,Brookside,4960,OneFam,Good,7,1654,True,True,Normal,1930,1982,3,2,Branch_2
732,121000,-93.626116,42.031542,Brookside,8854,OneFam,Above_Average,4,952,False,True,Normal,1916,1950,2,1,Branch_2
733,128000,-93.624564,42.033406,Brookside,6000,OneFam,Above_Average,6,1324,True,True,Normal,1936,1950,3,1,Branch_2
734,134900,-93.624567,42.033616,Brookside,6000,OneFam,Excellent,4,1176,True,True,Normal,1937,2000,2,1,Branch_2
735,117000,-93.622513,42.03329,Brookside,6000,OneFam,Very_Good,5,1348,True,True,Normal,1925,1997,3,1,Branch_2
736,132500,-93.623515,42.033347,Brookside,6000,OneFam,Above_Average,6,1412,True,True,Normal,1939,1950,4,1,Branch_2
737,93000,-93.621677,42.033496,Brookside,6000,OneFam,Average,6,1142,True,True,Normal,1924,1950,3,1,Branch_2
738,119000,-93.622443,42.033474,Brookside,6000,OneFam,Good,4,904,False,True,Normal,1926,2004,2,1,Branch_2
739,100000,-93.624689,42.031395,Brookside,6911,OneFam,Average,5,1301,False,True,Normal,1924,1950,2,1,Branch_2
740,141500,-93.623645,42.03252,Brookside,6120,OneFam,Above_Average,5,1539,True,True,Normal,1936,1950,3,2,Branch_2
741,133000,-93.623644,42.03246,Brookside,6120,OneFam,Good,6,1573,True,True,Normal,1935,1995,3,1,Branch_2
742,60000,-93.623643,42.032359,Brookside,6120,OneFam,Fair,4,800,False,False,Normal,1936,1950,1,1,Branch_2
743,105000,-93.623629,42.031292,Brookside,6120,OneFam,Good,5,875,False,True,Normal,1931,1993,2,1,Branch_2
745,150000,-93.621351,42.03235,Brookside,6120,OneFam,Above_Average,6,1582,True,True,Normal,1938,1950,3,2,Branch_2
746,126500,-93.6213592,42.0310861,Brookside,8635,OneFam,Average,5,1072,False,True,Normal,1925,1950,2,1,Branch_2
747,214500,-93.62726,42.030062,Brookside,11888,OneFam,Above_Average,10,2134,True,True,Normal,1916,1994,5,2,Branch_2
748,167500,-93.625362,42.026759,Brookside,11414,OneFam,Very_Good,8,2019,True,True,Normal,1910,1993,3,1,Branch_2
749,155000,-93.621525,42.028948,Old_Town,8094,OneFam,Above_Average,8,1768,True,True,Normal,1915,1950,3,2,Branch_2
750,155000,-93.621504,42.027854,Old_Town,2500,OneFam,Very_Good,7,1826,True,True,Normal,1915,2005,4,2,Branch_2
751,179900,-93.621506,42.027998,Old_Town,9928,OneFam,Very_Good,8,1944,True,True,Normal,1915,1994,3,2,Branch_2
754,149000,-93.628299,42.025306,Iowa_DOT_and_Rail_Road,6876,OneFam,Average,8,1930,True,True,Normal,1927,1950,4,2,Branch_4
755,103000,-93.626716,42.023085,Iowa_DOT_and_Rail_Road,6240,OneFam,Average,5,1208,False,True,Normal,1925,1950,2,1,Branch_4
756,123000,-93.621862,42.025796,Old_Town,5775,OneFam,Good,7,1427,True,True,Normal,1915,2002,3,1,Branch_2
757,97500,-93.6217097,42.0260296,Old_Town,5852,TwoFmCon,Average,9,1864,True,False,Normal,1902,2000,6,3,Branch_2
758,135000,-93.6250433,42.0242487,Iowa_DOT_and_Rail_Road,5160,OneFam,Above_Average,4,1666,True,True,Normal,1927,1950,3,1,Branch_4
760,116000,-93.599575,42.022828,Iowa_DOT_and_Rail_Road,10320,TwoFmCon,Good,7,1403,True,True,Normal,1915,1965,3,2,Branch_4
761,88750,-93.659205,42.032681,Sawyer,4280,OneFam,Excellent,4,704,False,True,Normal,1946,2001,2,1,Branch_3
764,159900,-93.657107,42.028049,Edwards,10547,Duplex,Average,6,1152,False,True,Normal,1978,1978,2,2,Branch_3
765,61000,-93.6601886,42.0269586,Edwards,10020,OneFam,Very_Poor,4,904,False,False,Normal,1922,1950,1,1,Branch_3
766,103600,-93.657241,42.022825,Edwards,6629,OneFam,Above_Average,6,1369,True,True,Normal,1925,1950,3,2,Branch_3
767,63000,-93.658381,42.022978,Edwards,9780,OneFam,Fair,6,1112,True,True,Normal,1934,1950,4,2,Branch_3
768,175000,-93.669839,42.033376,Sawyer,12886,OneFam,Above_Average,6,1464,False,True,Normal,1963,1999,3,2,Branch_3
769,139000,-93.675401,42.033633,Sawyer,8816,OneFam,Above_Average,5,1121,False,True,Normal,1963,1963,3,1,Branch_3
770,172500,-93.672288,42.032367,Sawyer,11184,OneFam,Average,7,1683,True,True,Normal,1978,1978,3,3,Branch_3
772,130000,-93.677991,42.029863,Sawyer,7800,OneFam,Good,5,899,False,True,Normal,1967,2004,3,1,Branch_3
773,149900,-93.672651,42.031342,Sawyer,8014,OneFam,Average,5,1034,False,True,Normal,1978,1978,3,1,Branch_3
774,134900,-93.671849,42.030628,Sawyer,7252,OneFam,Average,5,858,False,True,Normal,1982,1982,2,1,Branch_3
775,137000,-93.671369,42.031138,Sawyer,8740,OneFam,Above_Average,4,860,False,True,Normal,1982,1982,2,1,Branch_3
776,139000,-93.666432,42.033427,Sawyer,11616,OneFam,Average,6,1092,False,True,Normal,1962,1962,3,1,Branch_3
777,165000,-93.66636,42.033277,Sawyer,15400,OneFam,Average,8,1774,True,True,Normal,1961,1961,4,2,Branch_3
778,148000,-93.666813,42.032302,Sawyer,15312,OneFam,Average,6,1138,False,True,Normal,1960,1960,3,1,Branch_3
779,165000,-93.662126,42.032652,Clear_Creek,15584,OneFam,Average,9,2071,False,True,Normal,1956,1956,4,2,Branch_3
780,63900,-93.659279,42.032564,Sawyer,9000,OneFam,Poor,5,660,False,False,Normal,1947,1950,2,1,Branch_3
781,161500,-93.660877,42.032503,Clear_Creek,11250,OneFam,Average,8,1788,True,True,Normal,1957,1989,5,1,Branch_3
782,143000,-93.66798,42.026548,Clear_Creek,25095,OneFam,Very_Good,5,1473,False,True,Partial,1968,2003,1,1,Branch_3
783,135000,-93.671177,42.023229,Edwards,17140,OneFam,Above_Average,6,1229,False,True,Normal,1956,1956,3,1,Branch_3
784,82500,-93.6721573,42.0240278,Edwards,12342,OneFam,Average,4,861,False,True,Normal,1940,1950,1,1,Branch_3
785,190000,-93.666242,42.028468,Clear_Creek,10708,OneFam,Average,7,1867,False,True,Normal,1955,1993,2,1,Branch_3
786,139600,-93.665996,42.027656,Edwards,13680,OneFam,Average,8,1733,False,True,Normal,1955,1955,4,2,Branch_3
787,122000,-93.665994,42.027506,Edwards,15635,OneFam,Average,6,1383,False,True,Normal,1954,1954,2,1,Branch_3
788,127500,-93.667776,42.024483,Edwards,9855,OneFam,Average,7,1689,False,True,Normal,1956,1956,3,1,Branch_3
789,121500,-93.668212,42.023982,Edwards,9571,OneFam,Average,5,1073,False,True,Normal,1956,1956,2,1,Branch_3
791,154400,-93.665271,42.026133,Edwards,9350,OneFam,Good,6,1639,True,True,Normal,1946,1950,3,2,Branch_3
792,113000,-93.66527,42.025996,Edwards,9340,OneFam,Above_Average,4,672,False,True,Normal,1941,1950,2,1,Branch_3
793,125000,-93.660147,42.026307,Edwards,7440,OneFam,Above_Average,5,1089,False,True,Normal,1954,1954,3,1,Branch_3
794,84000,-93.663366,42.024993,Edwards,11500,OneFam,Fair,5,845,False,True,Normal,1957,1957,3,1,Branch_3
795,139500,-93.6641939,42.0246851,Edwards,4235,TwnhsE,Average,5,1049,False,True,Normal,1984,1984,2,2,Branch_3
796,131000,-93.66104,42.0247212,Edwards,11409,OneFam,Below_Average,8,1716,True,True,Normal,1949,2008,3,2,Branch_3
797,105000,-93.661005,42.023548,Edwards,9060,OneFam,Average,6,1258,True,True,Normal,1939,1950,2,1,Branch_3
798,108000,-93.659855,42.022754,Edwards,9084,OneFam,Average,7,1510,True,True,Normal,1940,1950,4,1,Branch_3
799,162000,-93.684708,42.034183,Sawyer_West,10778,OneFam,Above_Average,4,1061,False,True,Normal,1990,1991,1,2,Branch_3
800,156500,-93.685733,42.033714,Sawyer_West,19255,OneFam,Average,5,1338,False,True,Normal,1983,1983,2,2,Branch_3
801,316600,-93.685986,42.0318449,Sawyer_West,12327,OneFam,Very_Good,5,2132,True,True,Normal,1983,2009,1,2,Branch_3
802,271900,-93.68341,42.03254,Sawyer_West,14684,OneFam,Good,7,2196,False,True,Normal,1990,1991,3,2,Branch_3
803,213000,-93.681063,42.030625,Sawyer_West,9317,OneFam,Average,7,1775,True,True,Normal,1993,1993,3,3,Branch_3
804,239900,-93.682025,42.030623,Sawyer_West,10560,OneFam,Average,8,1879,True,True,Normal,1993,1994,3,3,Branch_3
805,239500,-93.682176,42.030678,Sawyer_West,9828,OneFam,Average,8,2020,True,True,Normal,1995,1995,3,3,Branch_3
806,131000,-93.679789,42.03252,Sawyer_West,26400,OneFam,Good,7,2016,True,True,Normal,1880,2007,4,1,Branch_3
815,269500,-93.679856,42.030531,Sawyer_West,11855,Duplex,Average,8,2787,True,True,Normal,2000,2000,6,6,Branch_3
816,269500,-93.6791251,42.0310946,Sawyer_West,7939,Duplex,Average,8,2787,True,True,Normal,2000,2000,6,6,Branch_3
817,269500,-93.679181,42.0309301,Sawyer_West,7976,Duplex,Average,8,2787,True,True,Normal,2000,2000,6,6,Branch_3
818,323262,-93.687067,42.026626,College_Creek,10933,OneFam,Average,8,1680,False,True,Partial,2009,2009,1,2,Branch_3
819,297000,-93.688859,42.026482,College_Creek,10637,OneFam,Average,7,1718,False,True,Normal,2007,2008,3,2,Branch_3
820,295493,-93.688993,42.026414,College_Creek,10226,OneFam,Average,8,1630,False,True,Normal,2008,2008,3,2,Branch_3
821,332000,-93.689091,42.026372,College_Creek,10816,OneFam,Average,8,1720,False,True,Normal,2008,2008,3,2,Branch_3
822,239900,-93.690266,42.025707,College_Creek,9178,OneFam,Average,6,1468,False,True,Normal,2008,2008,3,2,Branch_3
823,212000,-93.690971,42.025293,College_Creek,10769,OneFam,Average,7,1768,True,True,Normal,2007,2007,3,3,Branch_3
824,272500,-93.690364,42.025577,College_Creek,11422,OneFam,Average,7,1838,False,True,Normal,2007,2008,3,2,Branch_3
825,239000,-93.689072,42.024628,College_Creek,11923,OneFam,Average,7,1800,False,True,Normal,2007,2007,2,2,Branch_3
827,200000,-93.691433,42.024613,College_Creek,6762,OneFam,Average,6,1290,False,True,Normal,2007,2007,2,2,Branch_3
828,221800,-93.69157,42.024765,College_Creek,10324,OneFam,Average,5,1254,False,True,Normal,2008,2008,2,2,Branch_3
829,194500,-93.690111,42.024327,College_Creek,7314,OneFam,Average,6,1232,False,True,Normal,2007,2007,2,2,Branch_3
830,237000,-93.689066,42.024399,College_Creek,11645,OneFam,Average,7,1498,False,True,Normal,2005,2006,3,2,Branch_3
831,173000,-93.689081,42.02322,College_Creek,11646,OneFam,Average,7,1422,True,True,Normal,2005,2006,3,3,Branch_3
832,275000,-93.685125,42.029772,Sawyer_West,12800,OneFam,Average,5,1644,False,True,Normal,1989,1989,2,2,Branch_3
833,233500,-93.679297,42.02792,Clear_Creek,16698,OneFam,Average,7,1759,True,True,Normal,1992,1993,3,3,Branch_3
835,152000,-93.691883,42.021171,College_Creek,12464,OneFam,Average,6,1040,False,True,Normal,1996,1996,3,1,Branch_3
836,143000,-93.692135,42.021176,College_Creek,9757,OneFam,Good,5,990,False,True,Normal,1994,1994,3,1,Branch_3
837,231500,-93.688372,42.021207,College_Creek,15426,OneFam,Average,7,1764,True,True,Normal,1997,1997,3,3,Branch_3
838,212000,-93.690401,42.020817,College_Creek,10667,OneFam,Above_Average,6,1661,True,True,Normal,1996,1996,3,3,Branch_3
839,207000,-93.691355,42.019784,College_Creek,14753,OneFam,Average,5,1463,False,True,Normal,1998,1998,3,2,Branch_3
840,145000,-93.691585,42.018996,College_Creek,10859,OneFam,Average,6,1097,False,True,Normal,1994,1995,3,2,Branch_3
841,138000,-93.6928668,42.0197228,College_Creek,8072,OneFam,Average,5,990,False,True,Normal,1994,1995,3,1,Branch_3
842,197900,-93.690548,42.018597,College_Creek,10400,OneFam,Average,6,1779,True,True,Normal,1998,1998,3,3,Branch_3
843,204000,-93.690324,42.017569,College_Creek,10335,OneFam,Average,6,1501,False,True,Normal,1999,1999,3,2,Branch_3
844,192000,-93.691667,42.016903,College_Creek,9017,OneFam,Average,6,1431,False,True,Normal,1999,1999,3,2,Branch_3
845,200000,-93.688383,42.018667,College_Creek,8750,OneFam,Average,7,1772,True,True,Normal,1998,1998,3,3,Branch_3
846,195000,-93.689431,42.016862,College_Creek,8935,OneFam,Average,7,1660,True,True,Normal,2002,2002,3,3,Branch_3
847,227000,-93.691175,42.016399,College_Creek,9808,OneFam,Average,6,1573,False,True,Normal,2002,2002,3,2,Branch_3
848,230000,-93.689438,42.01571,College_Creek,12420,OneFam,Average,6,1840,True,True,Normal,2001,2001,3,3,Branch_3
849,187100,-93.689942,42.016551,College_Creek,16285,OneFam,Average,6,1430,False,True,Normal,2001,2002,3,2,Branch_3
850,203000,-93.691672,42.01613,College_Creek,10739,OneFam,Average,6,1444,False,True,Normal,2002,2001,3,2,Branch_3
852,124000,-93.686916,42.021384,College_Creek,8430,OneFam,Average,5,1040,False,False,Normal,1978,1978,3,2,Branch_3
853,140000,-93.687212,42.020087,College_Creek,16269,OneFam,Average,5,907,False,True,Normal,1978,1978,3,1,Branch_3
854,134900,-93.687219,42.019184,College_Creek,6950,OneFam,Good,5,914,False,True,Normal,1979,1979,2,1,Branch_3
855,150500,-93.685068,42.019697,College_Creek,8800,OneFam,Good,5,1040,False,True,Normal,1977,2008,3,2,Branch_3
856,136500,-93.684887,42.019548,College_Creek,7000,OneFam,Very_Good,6,864,False,True,Normal,1978,2005,3,1,Branch_3
857,143500,-93.684954,42.019691,College_Creek,9286,OneFam,Good,5,1268,False,True,Normal,1977,1989,3,2,Branch_3
858,133500,-93.683157,42.020666,College_Creek,15523,OneFam,Above_Average,5,864,False,True,Normal,1972,1972,3,1,Branch_3
859,123000,-93.683159,42.020991,College_Creek,7200,OneFam,Average,6,894,False,True,Normal,1972,1972,2,1,Branch_3
860,133900,-93.68317,42.021788,College_Creek,7200,OneFam,Very_Good,5,768,False,True,Normal,1972,2003,2,1,Branch_3
861,133000,-93.68351,42.020843,College_Creek,8445,OneFam,Good,5,768,False,True,Normal,1972,2007,2,1,Branch_3
862,250000,-93.687819,42.017109,College_Creek,11664,OneFam,Average,6,1611,False,True,Normal,2002,2002,3,2,Branch_3
863,254750,-93.686218,42.018722,College_Creek,12334,OneFam,Average,8,2184,True,True,Normal,2003,2003,4,3,Branch_3
864,236500,-93.68269,42.018847,College_Creek,11838,OneFam,Average,7,1788,False,True,Normal,2001,2001,3,2,Branch_3
865,261500,-93.682623,42.01877,College_Creek,11885,OneFam,Average,7,1872,True,True,Normal,2001,2001,3,3,Branch_3
866,313000,-93.682983,42.018703,College_Creek,11050,OneFam,Average,8,2153,True,True,Normal,2000,2000,3,3,Branch_3
867,198500,-93.686744,42.016973,College_Creek,8749,OneFam,Average,6,1725,True,True,Normal,2002,2002,3,3,Branch_3
868,211000,-93.685673,42.016978,College_Creek,11250,OneFam,Average,6,1870,True,True,Normal,2001,2001,3,3,Branch_3
869,220000,-93.67915,42.0181479,College_Creek,15750,OneFam,Average,5,1513,False,True,Normal,1999,2000,2,2,Branch_3
870,203000,-93.680706,42.018875,College_Creek,11883,OneFam,Average,6,1504,False,True,Normal,1996,1996,3,2,Branch_3
871,279500,-93.681109,42.018866,College_Creek,12782,OneFam,Average,7,1828,False,True,Normal,2002,2003,3,2,Branch_3
872,210000,-93.681343,42.018006,College_Creek,8750,OneFam,Average,7,1417,False,True,Normal,1997,1998,3,2,Branch_3
873,219500,-93.681411,42.017856,College_Creek,9375,OneFam,Average,8,2034,True,True,Normal,1997,1998,3,3,Branch_3
874,191000,-93.680782,42.017856,College_Creek,8750,OneFam,Average,7,1716,True,True,Normal,1996,1996,2,3,Branch_3
875,178000,-93.68218,42.016819,College_Creek,9100,OneFam,Average,6,1212,False,True,Normal,2001,2001,3,2,Branch_3
876,213000,-93.68167,42.016797,College_Creek,9750,OneFam,Average,6,1630,False,True,Normal,2000,2001,3,2,Branch_3
877,144000,-93.681297,42.016274,College_Creek,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2004,1,1,Branch_3
878,140000,-93.681439,42.016271,College_Creek,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2003,1,1,Branch_3
879,293200,-93.684115,42.016468,College_Creek,10200,OneFam,Average,7,1602,False,True,Normal,2007,2007,3,2,Branch_3
880,190000,-93.685333,42.013957,College_Creek,9313,OneFam,Average,7,1728,True,True,Normal,2004,2004,3,3,Branch_3
881,190000,-93.686051,42.014054,College_Creek,8487,OneFam,Average,6,1500,False,True,Normal,2004,2004,3,2,Branch_3
882,173500,-93.684536,42.013512,College_Creek,8633,OneFam,Average,7,1476,True,True,Normal,2005,2005,3,3,Branch_3
883,170000,-93.6843,42.013392,College_Creek,11069,OneFam,Average,6,1396,True,True,Normal,2007,2007,3,3,Branch_3
884,108000,-93.678305,42.020123,Edwards,8777,OneFam,Average,5,1126,False,True,Normal,1949,2003,2,2,Branch_3
885,167000,-93.677407,42.021246,Edwards,9937,OneFam,Good,7,1486,False,True,Normal,1964,1999,3,1,Branch_3
886,100000,-93.676372,42.021219,Edwards,8877,OneFam,Above_Average,3,816,False,True,Normal,1938,1958,2,1,Branch_3
887,198500,-93.672234,42.018988,Edwards,7301,OneFam,Average,7,1922,True,True,Normal,2003,2003,4,3,Branch_3
888,159500,-93.6755239,42.0186549,Edwards,7950,OneFam,Above_Average,6,1426,True,True,Normal,1977,1977,3,2,Branch_3
889,127000,-93.6739723,42.0196717,Edwards,10682,OneFam,Above_Average,7,1149,False,True,Normal,1960,1971,3,1,Branch_3
891,320000,-93.676608,42.017026,Edwards,13286,OneFam,Average,8,1698,False,True,Normal,2007,2008,3,2,Branch_3
892,145500,-93.669952,42.01896,Edwards,3675,TwnhsE,Average,5,1072,False,True,Normal,2005,2006,2,1,Branch_3
893,118000,-93.664779,42.022478,Edwards,9405,OneFam,Excellent,4,698,False,False,Normal,1947,2008,2,1,Branch_3
894,85000,-93.666315,42.019423,Edwards,6410,OneFam,Average,5,876,False,True,Normal,1959,1959,3,1,Branch_3
895,120000,-93.664685,42.020321,Edwards,11767,OneFam,Average,6,1368,False,True,Normal,1950,1950,3,1,Branch_3
896,98000,-93.6644556,42.0217997,Edwards,8405,OneFam,Fair,9,1529,True,True,Normal,1945,1950,4,2,Branch_3
897,99900,-93.659191,42.021496,Edwards,4060,OneFam,Very_Good,4,864,False,False,Normal,1922,1950,2,1,Branch_3
898,82000,-93.664812,42.019004,Edwards,10206,OneFam,Fair,4,944,False,True,Normal,1952,1952,2,1,Branch_3
899,119900,-93.6644024,42.01822,Edwards,10926,Duplex,Average,10,1678,False,False,Normal,1959,1959,6,2,Branch_3
900,103500,-93.664336,42.019381,Edwards,11767,OneFam,Average,7,1560,False,True,Normal,1956,1956,2,1,Branch_3
902,110000,-93.657963,42.022092,Edwards,12354,OneFam,Very_Good,7,1196,True,True,Normal,1920,2000,3,1,Branch_3
903,122000,-93.656664,42.022088,Edwards,8212,OneFam,Above_Average,6,1298,True,True,Normal,1941,1950,3,1,Branch_3
904,117000,-93.655674,42.022091,Edwards,10998,OneFam,Average,6,1604,True,True,Normal,1941,1960,3,2,Branch_3
