Sale_Price,Longitude,Latitude,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add
118900,-93.607814,42.03572,7200,OneFam,Good,4,732,False,True,Normal,1952,1952
138000,-93.605968,42.035706,8000,OneFam,Average,6,1183,False,True,Normal,1959,1959
132500,-93.606786,42.037214,7931,OneFam,Average,6,1148,False,True,Normal,1959,1959
133500,-93.609945,42.0347542,10800,OneFam,Good,6,1461,True,True,Normal,1949,1996
144750,-93.604987,42.037049,7570,OneFam,Average,8,1806,True,True,Normal,1964,1964
145000,-93.604047,42.038948,8604,Duplex,Good,4,941,False,True,Normal,1978,1978
127000,-93.603879,42.038257,7936,OneFam,Above_Average,6,1045,False,True,Normal,1963,1963
109500,-93.603701,42.035287,6600,OneFam,Average,5,894,False,True,Normal,1962,1962
115000,-93.6179738,42.0342224,3950,OneFam,Very_Good,5,1224,True,True,Normal,1926,2004
110000,-93.615583,42.033273,10440,OneFam,Above_Average,5,1230,True,True,Normal,1910,1981
128900,-93.619013,42.0320748,4080,OneFam,Very_Good,6,1378,True,True,Normal,1935,1998
103500,-93.6195025,42.0323259,10307,Duplex,Average,12,1944,True,True,Normal,1910,1950
130000,-93.615598,42.032202,15660,OneFam,Very_Good,6,1306,True,True,Normal,1910,2003
129000,-93.615599,42.032108,9900,OneFam,Very_Good,7,1464,True,False,Normal,1910,2002
150000,-93.6195361,42.0319053,6406,OneFam,Above_Average,7,1558,True,True,Normal,1939,1950
107500,-93.618486,42.031305,6600,OneFam,Below_Average,11,2372,True,True,Normal,1892,1965
94550,-93.6200683,42.0304742,7627,TwoFmCon,Above_Average,8,1701,True,False,Normal,1920,1950
124500,-93.620216,42.030327,7596,Duplex,Average,10,1960,True,True,Normal,1952,1952
135000,-93.6176367,42.0303538,3378,OneFam,Very_Good,6,1389,True,True,Normal,1946,1992
103000,-93.615381,42.030282,10134,OneFam,Average,6,1447,True,False,Normal,1910,1950
93000,-93.6129105,42.0310603,6000,TwoFmCon,Below_Average,4,936,False,True,Normal,1953,1953
129500,-93.608866,42.033381,6000,OneFam,Good,6,1328,True,True,Normal,1950,1970
93000,-93.607776,42.033579,6000,TwoFmCon,Below_Average,7,1387,True,True,Normal,1954,1954
80000,-93.608829,42.032048,7404,OneFam,Above_Average,5,861,False,True,Normal,1920,1950
45000,-93.606842,42.032301,5925,OneFam,Below_Average,4,612,False,True,Normal,1940,1950
91300,-93.610469,42.030523,5784,OneFam,Very_Good,4,886,False,True,Normal,1938,1996
99500,-93.606788,42.030196,8520,OneFam,Very_Good,5,792,False,True,Normal,1923,1950
113000,-93.618648,42.0296722,4456,TwoFmCon,Average,8,1452,True,False,Partial,1920,2008
87500,-93.617054,42.029007,9600,OneFam,Below_Average,7,1510,True,True,Normal,1910,1950
110000,-93.6178679,42.0290352,3500,OneFam,Good,5,1284,True,True,Normal,1947,1950
106000,-93.613887,42.028957,8100,OneFam,Average,11,2138,True,True,Normal,1898,1965
265979,-93.612245,42.029305,11700,OneFam,Good,8,2640,True,True,Normal,1880,2003
160000,-93.610588,42.029001,8400,OneFam,Good,8,2007,True,True,Normal,1900,1950
119000,-93.6130761,42.0281106,3600,OneFam,Good,5,1288,True,True,Normal,1917,2007
168000,-93.610582,42.028104,17671,OneFam,Excellent,8,1742,True,True,Normal,1882,1986
58500,-93.6148612,42.0276972,3300,OneFam,Fair,5,816,False,False,Normal,1910,1950
143000,-93.610044,42.028556,9000,OneFam,Excellent,7,1482,True,True,Normal,1920,1988
85000,-93.6076506,42.0282044,7200,OneFam,Below_Average,4,1022,False,True,Normal,1910,2006
124900,-93.608704,42.027062,8820,OneFam,Above_Average,7,1869,True,True,Normal,1890,1996
146500,-93.607058,42.027227,9720,OneFam,Good,8,1521,True,True,Normal,1910,2002
223500,-93.6289369,42.033996,21384,OneFam,Above_Average,6,1576,True,True,Normal,1923,2004
149000,-93.628848,42.033558,6615,OneFam,Above_Average,6,1432,False,True,Normal,1923,1950
205000,-93.6279815,42.0333765,7264,OneFam,Good,5,1548,True,True,Normal,1925,2007
137000,-93.625968,42.031564,4960,OneFam,Good,7,1654,True,True,Normal,1930,1982
121000,-93.626116,42.031542,8854,OneFam,Above_Average,4,952,False,True,Normal,1916,1950
128000,-93.624564,42.033406,6000,OneFam,Above_Average,6,1324,True,True,Normal,1936,1950
134900,-93.624567,42.033616,6000,OneFam,Excellent,4,1176,True,True,Normal,1937,2000
117000,-93.622513,42.03329,6000,OneFam,Very_Good,5,1348,True,True,Normal,1925,1997
132500,-93.623515,42.033347,6000,OneFam,Above_Average,6,1412,True,True,Normal,1939,1950
93000,-93.621677,42.033496,6000,OneFam,Average,6,1142,True,True,Normal,1924,1950
119000,-93.622443,42.033474,6000,OneFam,Good,4,904,False,True,Normal,1926,2004
100000,-93.624689,42.031395,6911,OneFam,Average,5,1301,False,True,Normal,1924,1950
141500,-93.623645,42.03252,6120,OneFam,Above_Average,5,1539,True,True,Normal,1936,1950
133000,-93.623644,42.03246,6120,OneFam,Good,6,1573,True,True,Normal,1935,1995
60000,-93.623643,42.032359,6120,OneFam,Fair,4,800,False,False,Normal,1936,1950
105000,-93.623629,42.031292,6120,OneFam,Good,5,875,False,True,Normal,1931,1993
150000,-93.621351,42.03235,6120,OneFam,Above_Average,6,1582,True,True,Normal,1938,1950
126500,-93.6213592,42.0310861,8635,OneFam,Average,5,1072,False,True,Normal,1925,1950
214500,-93.62726,42.030062,11888,OneFam,Above_Average,10,2134,True,True,Normal,1916,1994
167500,-93.625362,42.026759,11414,OneFam,Very_Good,8,2019,True,True,Normal,1910,1993
155000,-93.621525,42.028948,8094,OneFam,Above_Average,8,1768,True,True,Normal,1915,1950
155000,-93.621504,42.027854,2500,OneFam,Very_Good,7,1826,True,True,Normal,1915,2005
179900,-93.621506,42.027998,9928,OneFam,Very_Good,8,1944,True,True,Normal,1915,1994
149000,-93.628299,42.025306,6876,OneFam,Average,8,1930,True,True,Normal,1927,1950
103000,-93.626716,42.023085,6240,OneFam,Average,5,1208,False,True,Normal,1925,1950
123000,-93.621862,42.025796,5775,OneFam,Good,7,1427,True,True,Normal,1915,2002
97500,-93.6217097,42.0260296,5852,TwoFmCon,Average,9,1864,True,False,Normal,1902,2000
135000,-93.6250433,42.0242487,5160,OneFam,Above_Average,4,1666,True,True,Normal,1927,1950
116000,-93.599575,42.022828,10320,TwoFmCon,Good,7,1403,True,True,Normal,1915,1965
88750,-93.659205,42.032681,4280,OneFam,Excellent,4,704,False,True,Normal,1946,2001
159900,-93.657107,42.028049,10547,Duplex,Average,6,1152,False,True,Normal,1978,1978
61000,-93.6601886,42.0269586,10020,OneFam,Very_Poor,4,904,False,False,Normal,1922,1950
103600,-93.657241,42.022825,6629,OneFam,Above_Average,6,1369,True,True,Normal,1925,1950
63000,-93.658381,42.022978,9780,OneFam,Fair,6,1112,True,True,Normal,1934,1950
175000,-93.669839,42.033376,12886,OneFam,Above_Average,6,1464,False,True,Normal,1963,1999
139000,-93.675401,42.033633,8816,OneFam,Above_Average,5,1121,False,True,Normal,1963,1963
172500,-93.672288,42.032367,11184,OneFam,Average,7,1683,True,True,Normal,1978,1978
130000,-93.677991,42.029863,7800,OneFam,Good,5,899,False,True,Normal,1967,2004
149900,-93.672651,42.031342,8014,OneFam,Average,5,1034,False,True,Normal,1978,1978
134900,-93.671849,42.030628,7252,OneFam,Average,5,858,False,True,Normal,1982,1982
137000,-93.671369,42.031138,8740,OneFam,Above_Average,4,860,False,True,Normal,1982,1982
139000,-93.666432,42.033427,11616,OneFam,Average,6,1092,False,True,Normal,1962,1962
165000,-93.66636,42.033277,15400,OneFam,Average,8,1774,True,True,Normal,1961,1961
148000,-93.666813,42.032302,15312,OneFam,Average,6,1138,False,True,Normal,1960,1960
165000,-93.662126,42.032652,15584,OneFam,Average,9,2071,False,True,Normal,1956,1956
63900,-93.659279,42.032564,9000,OneFam,Poor,5,660,False,False,Normal,1947,1950
161500,-93.660877,42.032503,11250,OneFam,Average,8,1788,True,True,Normal,1957,1989
143000,-93.66798,42.026548,25095,OneFam,Very_Good,5,1473,False,True,Partial,1968,2003
135000,-93.671177,42.023229,17140,OneFam,Above_Average,6,1229,False,True,Normal,1956,1956
82500,-93.6721573,42.0240278,12342,OneFam,Average,4,861,False,True,Normal,1940,1950
190000,-93.666242,42.028468,10708,OneFam,Average,7,1867,False,True,Normal,1955,1993
139600,-93.665996,42.027656,13680,OneFam,Average,8,1733,False,True,Normal,1955,1955
122000,-93.665994,42.027506,15635,OneFam,Average,6,1383,False,True,Normal,1954,1954
127500,-93.667776,42.024483,9855,OneFam,Average,7,1689,False,True,Normal,1956,1956
121500,-93.668212,42.023982,9571,OneFam,Average,5,1073,False,True,Normal,1956,1956
154400,-93.665271,42.026133,9350,OneFam,Good,6,1639,True,True,Normal,1946,1950
113000,-93.66527,42.025996,9340,OneFam,Above_Average,4,672,False,True,Normal,1941,1950
125000,-93.660147,42.026307,7440,OneFam,Above_Average,5,1089,False,True,Normal,1954,1954
84000,-93.663366,42.024993,11500,OneFam,Fair,5,845,False,True,Normal,1957,1957
139500,-93.6641939,42.0246851,4235,TwnhsE,Average,5,1049,False,True,Normal,1984,1984
131000,-93.66104,42.0247212,11409,OneFam,Below_Average,8,1716,True,True,Normal,1949,2008
105000,-93.661005,42.023548,9060,OneFam,Average,6,1258,True,True,Normal,1939,1950
108000,-93.659855,42.022754,9084,OneFam,Average,7,1510,True,True,Normal,1940,1950
162000,-93.684708,42.034183,10778,OneFam,Above_Average,4,1061,False,True,Normal,1990,1991
156500,-93.685733,42.033714,19255,OneFam,Average,5,1338,False,True,Normal,1983,1983
316600,-93.685986,42.0318449,12327,OneFam,Very_Good,5,2132,True,True,Normal,1983,2009
271900,-93.68341,42.03254,14684,OneFam,Good,7,2196,False,True,Normal,1990,1991
213000,-93.681063,42.030625,9317,OneFam,Average,7,1775,True,True,Normal,1993,1993
239900,-93.682025,42.030623,10560,OneFam,Average,8,1879,True,True,Normal,1993,1994
239500,-93.682176,42.030678,9828,OneFam,Average,8,2020,True,True,Normal,1995,1995
131000,-93.679789,42.03252,26400,OneFam,Good,7,2016,True,True,Normal,1880,2007
269500,-93.679856,42.030531,11855,Duplex,Average,8,2787,True,True,Normal,2000,2000
269500,-93.6791251,42.0310946,7939,Duplex,Average,8,2787,True,True,Normal,2000,2000
269500,-93.679181,42.0309301,7976,Duplex,Average,8,2787,True,True,Normal,2000,2000
323262,-93.687067,42.026626,10933,OneFam,Average,8,1680,False,True,Partial,2009,2009
297000,-93.688859,42.026482,10637,OneFam,Average,7,1718,False,True,Normal,2007,2008
295493,-93.688993,42.026414,10226,OneFam,Average,8,1630,False,True,Normal,2008,2008
332000,-93.689091,42.026372,10816,OneFam,Average,8,1720,False,True,Normal,2008,2008
239900,-93.690266,42.025707,9178,OneFam,Average,6,1468,False,True,Normal,2008,2008
212000,-93.690971,42.025293,10769,OneFam,Average,7,1768,True,True,Normal,2007,2007
272500,-93.690364,42.025577,11422,OneFam,Average,7,1838,False,True,Normal,2007,2008
239000,-93.689072,42.024628,11923,OneFam,Average,7,1800,False,True,Normal,2007,2007
200000,-93.691433,42.024613,6762,OneFam,Average,6,1290,False,True,Normal,2007,2007
221800,-93.69157,42.024765,10324,OneFam,Average,5,1254,False,True,Normal,2008,2008
194500,-93.690111,42.024327,7314,OneFam,Average,6,1232,False,True,Normal,2007,2007
237000,-93.689066,42.024399,11645,OneFam,Average,7,1498,False,True,Normal,2005,2006
173000,-93.689081,42.02322,11646,OneFam,Average,7,1422,True,True,Normal,2005,2006
275000,-93.685125,42.029772,12800,OneFam,Average,5,1644,False,True,Normal,1989,1989
233500,-93.679297,42.02792,16698,OneFam,Average,7,1759,True,True,Normal,1992,1993
152000,-93.691883,42.021171,12464,OneFam,Average,6,1040,False,True,Normal,1996,1996
143000,-93.692135,42.021176,9757,OneFam,Good,5,990,False,True,Normal,1994,1994
231500,-93.688372,42.021207,15426,OneFam,Average,7,1764,True,True,Normal,1997,1997
212000,-93.690401,42.020817,10667,OneFam,Above_Average,6,1661,True,True,Normal,1996,1996
207000,-93.691355,42.019784,14753,OneFam,Average,5,1463,False,True,Normal,1998,1998
145000,-93.691585,42.018996,10859,OneFam,Average,6,1097,False,True,Normal,1994,1995
138000,-93.6928668,42.0197228,8072,OneFam,Average,5,990,False,True,Normal,1994,1995
197900,-93.690548,42.018597,10400,OneFam,Average,6,1779,True,True,Normal,1998,1998
204000,-93.690324,42.017569,10335,OneFam,Average,6,1501,False,True,Normal,1999,1999
192000,-93.691667,42.016903,9017,OneFam,Average,6,1431,False,True,Normal,1999,1999
200000,-93.688383,42.018667,8750,OneFam,Average,7,1772,True,True,Normal,1998,1998
195000,-93.689431,42.016862,8935,OneFam,Average,7,1660,True,True,Normal,2002,2002
227000,-93.691175,42.016399,9808,OneFam,Average,6,1573,False,True,Normal,2002,2002
230000,-93.689438,42.01571,12420,OneFam,Average,6,1840,True,True,Normal,2001,2001
187100,-93.689942,42.016551,16285,OneFam,Average,6,1430,False,True,Normal,2001,2002
203000,-93.691672,42.01613,10739,OneFam,Average,6,1444,False,True,Normal,2002,2001
124000,-93.686916,42.021384,8430,OneFam,Average,5,1040,False,False,Normal,1978,1978
140000,-93.687212,42.020087,16269,OneFam,Average,5,907,False,True,Normal,1978,1978
134900,-93.687219,42.019184,6950,OneFam,Good,5,914,False,True,Normal,1979,1979
150500,-93.685068,42.019697,8800,OneFam,Good,5,1040,False,True,Normal,1977,2008
136500,-93.684887,42.019548,7000,OneFam,Very_Good,6,864,False,True,Normal,1978,2005
143500,-93.684954,42.019691,9286,OneFam,Good,5,1268,False,True,Normal,1977,1989
133500,-93.683157,42.020666,15523,OneFam,Above_Average,5,864,False,True,Normal,1972,1972
123000,-93.683159,42.020991,7200,OneFam,Average,6,894,False,True,Normal,1972,1972
133900,-93.68317,42.021788,7200,OneFam,Very_Good,5,768,False,True,Normal,1972,2003
133000,-93.68351,42.020843,8445,OneFam,Good,5,768,False,True,Normal,1972,2007
250000,-93.687819,42.017109,11664,OneFam,Average,6,1611,False,True,Normal,2002,2002
254750,-93.686218,42.018722,12334,OneFam,Average,8,2184,True,True,Normal,2003,2003
236500,-93.68269,42.018847,11838,OneFam,Average,7,1788,False,True,Normal,2001,2001
261500,-93.682623,42.01877,11885,OneFam,Average,7,1872,True,True,Normal,2001,2001
313000,-93.682983,42.018703,11050,OneFam,Average,8,2153,True,True,Normal,2000,2000
198500,-93.686744,42.016973,8749,OneFam,Average,6,1725,True,True,Normal,2002,2002
211000,-93.685673,42.016978,11250,OneFam,Average,6,1870,True,True,Normal,2001,2001
220000,-93.67915,42.0181479,15750,OneFam,Average,5,1513,False,True,Normal,1999,2000
203000,-93.680706,42.018875,11883,OneFam,Average,6,1504,False,True,Normal,1996,1996
279500,-93.681109,42.018866,12782,OneFam,Average,7,1828,False,True,Normal,2002,2003
210000,-93.681343,42.018006,8750,OneFam,Average,7,1417,False,True,Normal,1997,1998
219500,-93.681411,42.017856,9375,OneFam,Average,8,2034,True,True,Normal,1997,1998
191000,-93.680782,42.017856,8750,OneFam,Average,7,1716,True,True,Normal,1996,1996
178000,-93.68218,42.016819,9100,OneFam,Average,6,1212,False,True,Normal,2001,2001
213000,-93.68167,42.016797,9750,OneFam,Average,6,1630,False,True,Normal,2000,2001
144000,-93.681297,42.016274,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2004
140000,-93.681439,42.016271,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2003
293200,-93.684115,42.016468,10200,OneFam,Average,7,1602,False,True,Normal,2007,2007
190000,-93.685333,42.013957,9313,OneFam,Average,7,1728,True,True,Normal,2004,2004
190000,-93.686051,42.014054,8487,OneFam,Average,6,1500,False,True,Normal,2004,2004
173500,-93.684536,42.013512,8633,OneFam,Average,7,1476,True,True,Normal,2005,2005
170000,-93.6843,42.013392,11069,OneFam,Average,6,1396,True,True,Normal,2007,2007
108000,-93.678305,42.020123,8777,OneFam,Average,5,1126,False,True,Normal,1949,2003
167000,-93.677407,42.021246,9937,OneFam,Good,7,1486,False,True,Normal,1964,1999
100000,-93.676372,42.021219,8877,OneFam,Above_Average,3,816,False,True,Normal,1938,1958
198500,-93.672234,42.018988,7301,OneFam,Average,7,1922,True,True,Normal,2003,2003
159500,-93.6755239,42.0186549,7950,OneFam,Above_Average,6,1426,True,True,Normal,1977,1977
127000,-93.6739723,42.0196717,10682,OneFam,Above_Average,7,1149,False,True,Normal,1960,1971
320000,-93.676608,42.017026,13286,OneFam,Average,8,1698,False,True,Normal,2007,2008
145500,-93.669952,42.01896,3675,TwnhsE,Average,5,1072,False,True,Normal,2005,2006
118000,-93.664779,42.022478,9405,OneFam,Excellent,4,698,False,False,Normal,1947,2008
85000,-93.666315,42.019423,6410,OneFam,Average,5,876,False,True,Normal,1959,1959
120000,-93.664685,42.020321,11767,OneFam,Average,6,1368,False,True,Normal,1950,1950
98000,-93.6644556,42.0217997,8405,OneFam,Fair,9,1529,True,True,Normal,1945,1950
99900,-93.659191,42.021496,4060,OneFam,Very_Good,4,864,False,False,Normal,1922,1950
82000,-93.664812,42.019004,10206,OneFam,Fair,4,944,False,True,Normal,1952,1952
119900,-93.6644024,42.01822,10926,Duplex,Average,10,1678,False,False,Normal,1959,1959
103500,-93.664336,42.019381,11767,OneFam,Average,7,1560,False,True,Normal,1956,1956
110000,-93.657963,42.022092,12354,OneFam,Very_Good,7,1196,True,True,Normal,1920,2000
122000,-93.656664,42.022088,8212,OneFam,Above_Average,6,1298,True,True,Normal,1941,1950
117000,-93.655674,42.022091,10998,OneFam,Average,6,1604,True,True,Normal,1941,1960
60000,-93.651786,42.017564,8400,OneFam,Average,3,438,False,True,Normal,1920,1950
139500,-93.64857,42.016921,9900,OneFam,Good,7,1489,True,True,Normal,1940,1950
197000,-93.651669,42.016182,15863,OneFam,Fair,12,3082,True,True,Normal,1920,1970
105000,-93.646555,42.019094,5707,OneFam,Above_Average,6,1242,True,True,Normal,1935,1950
135000,-93.648414,42.018931,7804,OneFam,Fair,7,1981,True,True,Normal,1928,1950
147500,-93.646655,42.017889,8574,OneFam,Very_Good,6,1232,False,True,Normal,1916,2000
137450,-93.648429,42.017835,6171,OneFam,Above_Average,7,1608,True,True,Normal,1925,1990
155000,-93.6459433,42.0189256,7200,OneFam,Excellent,6,1135,True,True,Normal,1936,2007
177000,-93.646881,42.016943,7558,OneFam,Above_Average,9,1913,True,True,Normal,1928,1950
145000,-93.648419,42.016835,6292,OneFam,Good,6,1477,True,True,Normal,1928,1950
137000,-93.644704,42.016957,7155,OneFam,Very_Good,6,1228,True,True,Normal,1918,1990
234000,-93.644636,42.016067,10918,OneFam,Excellent,9,2080,True,True,Normal,1926,2004
205000,-93.6428055,42.0191252,13680,OneFam,Above_Average,6,1567,True,True,Normal,1940,1950
177500,-93.6397,42.019181,7500,OneFam,Good,7,1494,True,True,Normal,1942,1950
160000,-93.642371,42.018707,9600,OneFam,Good,7,1308,True,True,Normal,1940,1950
155000,-93.64012,42.017583,14680,OneFam,Below_Average,5,1273,False,True,Normal,1960,1960
163500,-93.640592,42.017574,13360,OneFam,Good,5,964,False,True,Normal,1921,2006
154900,-93.644295,42.016684,7681,OneFam,Above_Average,7,1343,True,True,Normal,1921,1950
205000,-93.6439975,42.0158534,8145,Duplex,Above_Average,13,2480,True,True,Normal,1940,1950
174500,-93.642945,42.014688,12000,OneFam,Good,7,1564,True,True,Normal,1941,1950
193000,-93.642885,42.013169,13339,OneFam,Above_Average,6,1561,False,True,Normal,1960,1960
158000,-93.640762,42.014943,15600,OneFam,Good,7,1523,True,True,Normal,1949,2005
224000,-93.639407,42.0125,17500,OneFam,Average,6,1906,False,True,Normal,1954,1954
115000,-93.645743,42.009489,1733,Twnhs,Above_Average,5,1032,True,True,Normal,1980,1980
137000,-93.645743,42.009489,1488,TwnhsE,Above_Average,5,1229,True,True,Normal,1980,1992
121000,-93.645743,42.009489,1612,Twnhs,Above_Average,5,1229,True,True,Normal,1980,1980
124000,-93.645743,42.009489,1300,TwnhsE,Above_Average,5,1229,True,True,Normal,1980,1980
208000,-93.644864,42.010636,13607,OneFam,Above_Average,6,1982,True,True,Normal,1986,1986
315000,-93.643539,42.01141,17597,OneFam,Excellent,7,2365,False,True,Normal,1971,2009
222000,-93.643947,42.009134,21695,OneFam,Excellent,5,1680,False,True,Normal,1988,2007
147000,-93.62529,42.022721,10690,OneFam,Good,6,1344,True,True,Normal,1920,1997
123000,-93.626839,42.021425,8660,OneFam,Above_Average,11,2168,True,True,Normal,1900,1993
78000,-93.625299,42.021596,6402,OneFam,Average,6,1192,True,True,Normal,1920,1950
75000,-93.615395,42.020002,10200,OneFam,Above_Average,4,572,False,True,Normal,1925,1950
230000,-93.6165709,42.008683,3843,TwnhsE,Average,5,1648,False,True,Partial,2007,2008
57625,-93.588227,42.0183,21780,OneFam,Below_Average,4,810,False,True,Normal,1910,1950
251000,-93.606944,41.996888,10125,OneFam,Average,7,2052,True,True,Normal,2000,2001
240000,-93.607055,41.997119,12118,OneFam,Average,7,1710,False,True,Normal,2004,2005
215000,-93.603717,41.99539,12209,OneFam,Average,7,1961,True,True,Normal,2001,2002
156450,-93.604716,41.997067,9750,OneFam,Above_Average,5,926,False,True,Normal,1977,1977
173000,-93.604491,41.997069,9360,OneFam,Good,5,1287,False,True,Normal,1977,1977
126000,-93.604519,41.996919,10125,Duplex,Average,8,1734,True,True,Normal,1977,1977
173000,-93.602356,41.995905,9947,OneFam,Average,6,1217,False,True,Normal,1990,1991
375000,-93.652119,42.00138,215245,OneFam,Average,8,2036,False,True,Normal,1965,1965
315500,-93.65315,41.995027,12898,OneFam,Average,6,1620,False,True,Normal,2007,2008
224500,-93.651832,41.995058,13159,OneFam,Average,6,1692,True,True,Partial,2009,2009
410000,-93.651867,41.993759,13438,OneFam,Average,9,2036,False,True,Normal,2008,2008
316500,-93.653039,41.994727,14463,OneFam,Average,7,1641,False,True,Normal,2008,2008
201000,-93.650453,41.994695,8925,OneFam,Average,7,1466,False,True,Normal,2007,2007
175000,-93.646455,41.997684,11457,OneFam,Average,6,1412,False,True,Normal,1988,1988
204000,-93.644884,41.998952,9839,OneFam,Very_Good,7,2237,True,True,Normal,1980,2006
213500,-93.6446004,41.9981656,14419,OneFam,Average,7,1479,False,True,Normal,1987,1989
220000,-93.646793,41.996327,6853,OneFam,Average,6,1296,False,True,Normal,2001,2002
315000,-93.646816,41.995359,14601,OneFam,Average,8,1838,False,True,Normal,2006,2006
425000,-93.651703,41.992964,12633,OneFam,Average,7,1978,False,True,Normal,2007,2007
139500,-93.6042638,41.9935397,12518,OneFam,Good,6,1008,False,True,Normal,1968,1968
115000,-93.608359,41.992193,21750,OneFam,Below_Average,9,1771,False,True,Normal,1960,2006
162000,-93.608196,41.993128,4500,TwnhsE,Average,5,1204,False,True,Normal,1998,1998
165000,-93.60821,41.992122,4500,TwnhsE,Average,5,1224,False,True,Normal,1999,1999
91000,-93.604252,41.991786,1596,Twnhs,Average,5,988,True,True,Normal,1973,1973
130000,-93.604218,41.992919,9858,OneFam,Above_Average,5,874,False,True,Normal,1968,1968
86000,-93.603479,41.992185,1526,Twnhs,Very_Good,3,630,False,True,Normal,1970,2002
160000,-93.600636,41.9928219,13383,OneFam,Average,7,1404,False,True,Normal,1969,2000
80000,-93.603111,41.99217,1477,TwnhsE,Below_Average,3,630,False,True,Normal,1970,1970
97000,-93.601975,41.992539,1533,Twnhs,Above_Average,6,1344,True,False,Normal,1970,2008
88000,-93.60176,41.991786,2217,TwnhsE,Below_Average,6,1092,True,True,Normal,1970,1970
131900,-93.601127,41.991365,7689,OneFam,Very_Good,4,796,False,True,Normal,1972,1972
131250,-93.606688,41.987535,7706,OneFam,Average,5,1091,False,True,Normal,1993,1996
165500,-93.604928,41.988776,9101,OneFam,Above_Average,4,1110,False,True,Normal,1978,1978
112000,-93.603867,41.988222,8780,OneFam,Average,5,833,False,False,Normal,1985,1985
149000,-93.602777,41.987659,7669,OneFam,Above_Average,5,883,False,True,Normal,1992,1993
143000,-93.609453,41.986502,14115,OneFam,Average,5,1362,True,True,Normal,1993,1995
130000,-93.606925,41.986509,10429,OneFam,Average,6,1287,True,True,Normal,1992,1992
196000,-93.599866,41.991493,9819,OneFam,Average,5,1567,False,True,Normal,1977,1977
173000,-93.600191,41.99095,10457,OneFam,Good,7,1632,True,True,Normal,1969,1969
176500,-93.6188286,42.0525525,11029,OneFam,Very_Good,6,1414,False,True,Normal,1958,2002
237500,-93.6163289,42.051446,12925,OneFam,Good,7,2117,False,True,Normal,1970,1970
206900,-93.617424,42.049587,11075,OneFam,Average,9,2112,True,True,Normal,1969,1969
187500,-93.639062,42.05996,8702,OneFam,Average,7,1604,True,True,Normal,1997,1998
165000,-93.637796,42.061231,8139,OneFam,Average,7,1470,True,True,Normal,1995,1996
195500,-93.638775,42.060771,9535,OneFam,Average,7,1604,True,True,Normal,1998,1998
192000,-93.638778,42.060822,9042,OneFam,Average,7,1638,True,True,Normal,1998,1998
173000,-93.637482,42.060369,15038,OneFam,Average,7,1636,True,True,Normal,1996,1996
177900,-93.636718,42.060639,14137,OneFam,Average,7,1384,False,True,Normal,1996,1997
175000,-93.636948,42.0623,21872,OneFam,Average,6,1446,True,True,Normal,1996,1997
286000,-93.633876,42.062976,4923,TwnhsE,Average,5,1593,False,True,Normal,2001,2002
247900,-93.633781,42.061374,6264,OneFam,Average,6,1682,False,True,Normal,1997,1997
180000,-93.633905,42.060865,5395,TwnhsE,Average,5,1337,False,True,Normal,1993,1993
180000,-93.633797,42.06076,5070,TwnhsE,Average,5,1280,False,True,Normal,1992,1992
181000,-93.639151,42.059408,10839,OneFam,Average,7,1604,True,True,Normal,1997,1998
188000,-93.637763,42.059411,8000,OneFam,Average,8,1658,True,True,Normal,1995,1996
194500,-93.636798,42.058445,10832,OneFam,Average,7,1895,True,True,Normal,1994,1996
185000,-93.637279,42.05701,14067,OneFam,Average,7,1709,True,True,Normal,1991,1991
189000,-93.632013,42.059518,4671,TwnhsE,Average,5,1228,False,True,Normal,1988,1989
188500,-93.631581,42.059636,5950,TwnhsE,Average,5,1337,False,True,Normal,1989,1989
355000,-93.628831,42.061394,13543,OneFam,Average,9,2500,True,True,Normal,2005,2005
325000,-93.628901,42.06056,11198,OneFam,Average,11,2504,True,True,Normal,2005,2007
387000,-93.627911,42.060241,15401,OneFam,Average,7,1884,False,True,Normal,2004,2004
115000,-93.622299,42.059792,31220,OneFam,Poor,7,1474,False,True,Normal,1952,1952
334000,-93.629808,42.058896,8118,TwnhsE,Average,6,1710,False,True,Normal,2007,2007
215000,-93.6391494,42.056015,20544,OneFam,Above_Average,7,2093,True,True,Normal,1986,1991
226500,-93.639715,42.054514,12680,OneFam,Above_Average,6,1688,False,True,Normal,1988,1988
175500,-93.637825,42.054562,12090,OneFam,Above_Average,7,1422,False,True,Normal,1981,1981
181900,-93.637808,42.054439,10825,OneFam,Good,6,1260,False,True,Normal,1983,1983
235000,-93.636511,42.055358,18559,OneFam,Average,7,2064,False,True,Normal,1978,1978
220000,-93.636505,42.054503,14450,OneFam,Average,6,1782,False,True,Normal,1979,1979
272000,-93.635111,42.054455,12227,OneFam,Good,11,2872,True,True,Normal,1977,1995
161000,-93.630299,42.054211,13068,OneFam,Average,6,1211,False,True,Normal,1976,1976
185000,-93.635153,42.052544,10400,OneFam,Above_Average,7,2044,True,True,Normal,1980,1988
146900,-93.637105,42.050326,9743,OneFam,Above_Average,7,1308,True,True,Normal,1969,1969
292500,-93.63719,42.051473,12511,OneFam,Good,8,2840,True,True,Normal,1978,1978
